gene
CYP4F2
VAV2
ACTR2
HRG
DDT
MED13L
RRP9
EPHB3
DDX4
COL6A2
AQP7
HOPX
ANXA1
KRT5
DHFR
ITGBL1
SLC37A1
TPH1
CNN3
SLC25A4
CD160
SET
TIMP1
FUT8
CDH13
PHKA2
RRP8
HNRNPA3
SLIT1
NBL1
IRF5
ANXA4
IMPDH2
HSPA4L
AMD1
PREX1
HIRA
LTBP2
GNAS
MAOA
HDAC5
ALDH2
GHITM
NFKB1
CCT5
MTRR
NPTXR
CX3CL1
KLK10
EXOSC4
CDKN1A
RAB3GAP1
EIF4G2
CDC25A
PTGES3
EFNA1
CDH2
SMC1A
TAF13
F12
UQCRB
E2F2
DBT
BTRC
ITGA6
ABCC1
RAB2A
FBXO4
REEP1
RBX1
TTPA
CENPN
CYP39A1
CYFIP1
COL9A3
MPI
PGM2
HIPK2
SRM
CACNA1F
ABLIM1
MCM3
MPPED2
TFCP2L1
SLC38A2
BLVRA
MYOG
PARD6G
IL9
ITGA9
CDC42EP1
VCAM1
CDC14B
ADAM2
PARP14
AIFM3
ATP1A3
PHB
VCPIP1
IFNB1
ZFP36L1
CLASP1
EED
EPOR
HSD11B1
SUCLA2
DPP4
GMPPB
PICALM
DPYD
BDH2
GABRP
NDUFB3
GTF2H1
GCNT1
PDGFA
RER1
AXL
PPP2CB
IL12A
RTN4RL1
CDC34
GZMA
FPR1
COPA
EXOSC5
CALCR
DNAJA1
POLR2H
CIC
CDH16
UMPS
EIF3B
WIPI1
KDELR3
SIRPA
GBE1
PTPRD
RPS5
NARF
LONP1
PIN1
SMAD6
LPCAT3
PLA2G16
CALCRL
XPO1
NOD1
TP63
DVL2
ZNRF4
ENDOD1
DDX58
DHCR7
TGFBRAP1
DDAH1
PDCD1
ACSL5
RNF11
DEPTOR
SPTAN1
CYP2J2
SLC2A6
IL17RB
DAP
FBXO6
EEF1E1
CDKN1C
ELN
SWAP70
PRIM1
RABGAP1L
CPE
LCAT
CHST8
ACOX3
EPS8L2
CDKN2A
CDA
BARD1
DSC3
BHLHE40
WIPF1
CPQ
RMDN3
COL9A1
ACOT2
NGB
MYBL1
EIF4A2
NDC80
VWA5A
ADGRL2
RELB
SERPINA3
PHF5A
NR3C1
NOP2
HRH1
TRIM21
SNAP23
CLDN14
C3
F13A1
CTF1
SLC4A1
MEF2A
PCNA
COL16A1
LSM7
SLC16A6
PSMB10
HMGCL
ACTN4
INSL5
HACL1
EIF3J
GNG11
SLC22A18
CAB39
F7
MATN2
POP4
CCR2
PRM2
VAMP5
FTCD
FGD4
DCK
NDRG2
FASN
H2AFZ
EPSTI1
MAPK9
EIF4A3
MAPK8IP2
ARG1
TIMM50
ASF1B
SMARCA4
CDO1
MSRA
IMPA2
CLIC2
SNRPB
IGF2
CASP9
ARF1
ATP6V0A4
FOXJ2
SORD
RAD51C
RAPGEF6
TSPO
LGALS3
NGF
COL7A1
FAP
CHPF
ECSIT
IKBKB
WFS1
STAT1
HSD17B7
AUH
BPGM
DBI
IL10
NOTCH3
BIRC2
PSMA1
ATP7A
ALB
IDUA
RPL3L
PPA1
RNF19B
TK2
P3H1
NCK2
MBOAT2
CTHRC1
GGH
FEZ1
TOMM40
PRLR
STAU1
ENPEP
UPK3B
FERMT2
HPN
MAGEE1
PTCD2
PDK3
ARAF
LIMA1
MTF2
ACRBP
CDKN2D
NCAPH
ADRA2B
ADAM12
ADAD1
AMIGO1
FAM73B
ARHGAP29
HMGN2
ARG2
CCT4
IDS
WIZ
PAPOLB
CDC45
AK2
SLBP
SYT13
SLC22A5
UCK2
ACTG2
CDH11
BASP1
PNPLA8
DLG5
TMPO
SNX2
MGST3
HSPA5
TSPAN8
SMC4
TIMELESS
NOTCH2
CCL20
PPIF
TACR1
ACTN2
LCP2
IL11
NEDD4
CCL19
SNRPD3
NDUFS4
CFLAR
RHAG
FLII
PLCL1
VTN
EVL
BCL10
SLC27A1
NDUFAB1
S100A11
REEP6
TARBP2
RPLP0
TG
HIST1H4C
MPO
AHSP
CBFA2T3
PPP1CA
CEP192
KIF15
PFKFB3
SLC35A3
MSR1
SIK1
UBE2L3
SCARB1
B4GALT2
SLCO2A1
SF3B3
G3BP1
DYNLT3
PEX1
NCL
TRIM25
CD151
ERP29
WASF1
CLIC3
CDK13
ORC2
GYPA
OAZ3
ADAR
CTCF
PRKCE
CNOT4
CCNE1
ATG4B
FDX1
MXD4
DAPK2
PTPN1
IGFBP4
CDC27
GAPVD1
FCMR
BCL2A1
MGST1
PHKG1
AMPD3
POLD3
RTN1
FES
LATS2
CSRP1
ABCA6
TMEM176A
PTPRC
NDUFA4
RREB1
F3
GPX3
MXRA5
PIK3R3
SRSF7
PLEK2
TPMT
BAZ2A
AURKA
ARHGAP5
CDH1
GTF2B
GRPEL1
HSPA4
CHRNB1
ATP5H
GLS2
GABRA3
MAK
SERBP1
PSME1
NFIB
PDCD1LG2
HADH
SPHK2
TOMM22
MAPKAPK2
SLC7A11
IL4I1
EPHA5
UNC119
ASNS
LPPR4
GLDC
CYB5R3
NTM
TLR2
RELA
HIST1H2BB
BMPR1A
ALDH7A1
CD3E
PACRG
AVL9
HUS1
AGO2
H2AFY2
PRDX4
ASB13
ALAD
ABCA9
FGF16
HPCAL4
PSMD7
PEX14
C2
PFN2
ECM2
CLDN16
RSAD2
PSMD13
MEP1B
IFI44
OCRL
SMAD3
NRIP2
GABBR1
SPEG
GATA3
CMPK1
MSN
GYPE
SPP1
U2AF1
EGR2
NQO2
GRWD1
IL10RA
AHCY
PYGL
STK11
GBP6
CTGF
ZC3H12A
LSM2
PSME3
FOSL2
SAC3D1
TCAP
CHUK
NCSTN
VAMP8
UAP1
BBOX1
CPEB2
TNRC6B
ACOT8
N6AMT2
BCKDHA
MRPL3
LYPD3
KCNE2
CAMKK2
TENM2
ATRN
PPIA
FGF6
DYNLL2
HSD17B11
MEOX2
GSN
CYP11B2
ATP6V1H
ACAA1
ATP5F1
BMP6
BDNF
ABL1
TNFSF10
STARD4
SMPDL3A
ACT2L
LGALS7
PGAM2
CYP26B1
GOSR2
ATP6V1D
XYLT2
FOXN3
EZR
ERCC5
IDH3B
FOXO3
SLC29A1
MAPK12
DNAH11
VEGFA
MSH5
DGKH
CD82
CES1
NRCAM
LAMB3
MAP7
IER3
BRCA1
PHF7
POLA1
SPTA1
SLC25A17
COL1A2
RNF19A
MED23
CD8B
MBP
BDKRB1
AK1
PDE6G
UQCRC2
ITGAL
MEST
IL7
ABHD6
TAF1C
GSTM2
BCAT1
PRODH
MYB
CCL2
EIF4H
SGPP1
SMC2
MOCS2
AMIGO2
AHR
FCGR1A
SLC6A9
COL6A1
LIPE
RABIF
DLGAP5
STX16
SNCA
SERTAD3
PEMT
PRCP
BYSL
FRK
RXRA
INHBB
NT5E
MYOT
CHST2
RPS10
COL5A1
PRKCG
CYP46A1
RANBP1
KRT13
HSPA9
NCOA6
CAP2
ZMAT3
ST3GAL4
HCCS
ZNRD1
TAF6
ELK4
PDIA6
IGFBP6
OLFM1
PEX26
COG2
UBC
DARS
CLDN18
NDUFB6
STIL
PAN2
FKBP1A
CD47
ALDH3B1
PPT1
PRG2
ALG1
EOMES
SLC34A3
NAPG
FXN
ID3
GSK3B
CCK
MAPK1
OGDH
CLDN8
NPC1
CD247
CSTF2
NBN
CLVS1
ELP4
MDK
G6PD
ADRA2C
CA12
CSNK2B
TIPIN
KIF18B
CRLF1
SUPV3L1
CIR1
IFI27
MRPL34
GNG12
ENO2
KLK8
SASS6
SH2B2
GAA
ATXN2
DOCK4
EIF2AK3
PITX2
PAXIP1
DTX2
DYNC1H1
TXNL4A
GRM8
TDO2
EFEMP1
H2AFJ
ELF4
SLC3A2
EIF2AK1
FLT3LG
LONP2
SH3BGR
NCOR2
PAPSS2
CLGN
IGF2R
SRC
PENK
EIF3A
PCGF5
SMARCC1
AGGF1
CYP2C9
USP14
RNF123
PEX6
PLXNB1
CCL5
SAMM50
CYP51A1
BPHL
DHRS3
ANKRA2
ALOX12B
KIFAP3
HNRNPC
RALB
PHLDA2
CEBPA
POLR2F
NUDT4
ATP6AP1
ACVR1B
TNFRSF12A
CYP26A1
FOS
NDST1
TRIB2
FGF18
TMEM164
CD83
MLPH
LY96
IRF6
FAM134B
OSGIN1
AP3B1
MMP15
TUFM
HMMR
HGFAC
PIM3
CCSER2
CRTAM
MAP4K2
TNF
STAM
CHCHD10
PABPC1
HTRA2
PAFAH1B1
IAPP
VWF
PTPRG
NPM1
PRDM4
TTR
ZC2HC1C
TFAP2B
NDUFA6
GPR65
GALNT3
C8G
FAM46A
PLAC8
SP110
ANGPT1
CHST1
SEC22B
RAD1
RNF4
KLKB1
UBE2E1
CXCL10
JUP
ALDH1A3
MAL
SERPINH1
TALDO1
RAPGEF3
PLK1
TFRC
AGFG1
CD80
KCNIP3
TNIP2
CEP250
STX12
IPCEF1
ARPP19
ST6GAL1
STEAP4
PPARA
CRYAB
SERPINB8
SERPINA5
ATF6
SPRY2
G6PC2
NID2
CLPB
SLAMF1
UGP2
NR1I2
LY86
NR0B2
NOG
LTBR
HTR5A
CASP3
PREB
PROP1
KCNMA1
RARS
NMU
MYCN
PRDM2
C4BPB
VIMP
CDK7
AGTR2
TM7SF3
ICAM2
TRAF2
TMPRSS2
CSNK2A2
GOLGA4
IL18R1
SOX10
FBXO7
RFC1
BUB1
MTMR10
MRTO4
MARK2
PRKG2
PDLIM5
ZAP70
SLC23A2
KIF23
SHH
CCNF
MMP11
MRPS30
OCEL1
PHF6
COX4I1
DCXR
S100A13
GNAI1
IRX1
NFX1
TJP1
IGSF3
ST3GAL5
TRIB1
KRT17
PPM1A
RAN
CCND3
SYNGR1
CLIP1
ALOX15B
TRIM14
DMP1
SMAD7
ARFIP1
GPC3
SHROOM2
ORM1
SLC16A3
KRT31
PGS1
RXRG
PIK3CB
CDK8
FMOD
RAB17
PDGFRA
PCK1
DOPEY1
POLR2I
COPS5
JAGN1
MYL3
GADD45B
KAT2B
TNP2
ATP6V1B1
EBI3
SF3A1
KIF3B
SETD2
MPC1
DUSP3
PMM1
NELFB
RPL9
TWSG1
RGS4
MYBL2
SLC2A1
OXT
VCL
SLC20A1
CD4
ANKRD2
CCL17
CASP2
ATP1A1
SLC24A3
TAT
HELZ2
INPP4B
RASA2
UQCRFS1
HSD11B2
SLMO2
BGN
CYP2E1
CCDC88A
RGS1
METTL7B
H2AFX
PNN
MYOZ1
IFI35
ATP6V0D1
CITED2
TSC2
WASL
DDX21
ELOVL2
PLIN2
SOAT2
FADS1
PIPOX
NFKBIA
FSCN1
CDC6
KDM6A
HSD17B10
PRAF2
PPM1B
HEXA
SCRN1
NDUFB8
MICB
CSK
ALDH18A1
UGT1A1
PSAT1
CYB5A
SRSF3
HOOK3
ABCC5
ITGA7
ERH
SLC16A1
CCL25
PRDX1
PPP4C
LCK
NASP
GFRA1
FSTL1
ACP5
TNS1
ALDH6A1
AGRN
CTSS
Mar-02
ITGA2
SDC2
CDC42BPA
CFI
B4GALT1
ISG20
COX6B1
ALOX15
EXOSC2
NFAT5
PLA2G4A
CIT
HDLBP
PSEN2
CLDN5
NAA38
ATP5G3
FDXR
APEX1
RAB34
SLC7A2
STAG1
EEF2
PXMP2
PFKL
DIAPH3
KLHDC8A
ARHGEF11
PEX13
TSPO2
ACSM1
CCNG2
BMP1
HIBCH
TSPAN1
VAMP3
STAG3
ZWINT
CNTRL
SPAG4
MAL2
MYC
CDK5R1
PML
ECT2L
ABCD1
ATF5
LARGE
SOD1
PDK2
FADS2
ARHGEF7
POLD1
PEX2
PSMA3
CHRM4
CUX1
DNM1L
ANXA2
ATF4
SNRPD1
PPP4R2
PHKG2
DDAH2
ACLY
ITK
MOV10
SRPK1
WWC1
MAN1A1
ADIPOQ
SIRT6
LOXL2
COX7A1
IDO1
ZBTB16
CYB5B
TNNI3
LRRC15
COX5B
POLE3
SLC30A1
HR
HTR1B
CASP6
CDC42SE2
CTSE
ARHGDIA
ADIPOR1
SPRR3
NCOR1
GM2A
RGN
SYCP1
FZD4
MB
NCOA4
HSP90AA1
OSMR
E2F4
ETF1
GNA14
UPF3B
ABCB9
PTGER4
ACVR2A
FCER1G
DCTN4
HSD3B1
APLNR
SLC25A13
HLA-E
RCAN1
HSPB8
SNRPA1
DRC1
BTC
RPL39L
IL1A
MAP4K3
MAML2
KLF2
DYRK1A
HERC6
MIF
MCM7
LRRC8C
PGD
MEF2C
SESN1
BAG1
NR1H4
CALD1
COX7C
PRSS23
ISG20L2
GLA
ITGAE
ADCK3
HLA-F
LPAR1
ACO2
HSD17B2
PTAFR
MTHFD2L
GCDH
GLRX2
MAP3K6
ERCC4
HMGB3
COX6A2
DNAH2
TCL1A
TGFB1
AOX1
GSG1
ADAMTS5
D2HGDH
PGLS
TMEM97
RHOBTB3
SLC30A5
UNC13B
GREM1
IL1R2
FOXC2
SEMA4D
CYP1A2
IKZF2
TCP11
COQ3
GSTO1
EI24
ELF3
ZNF365
ALDH9A1
DNAJB4
SMTN
AIM2
MCM6
ITGB7
PREX2
SYMPK
PLA2G2A
SLC29A2
ASL
AKT2
GNL3
ACTA1
LGALS1
AQP3
CRYZ
ATP5C1
PMEPA1
ARHGEF12
DLG4
C1S
IER5
FMO3
ST3GAL6
GCKR
STX3
FCGR2B
KIF11
HSPE1
SDHB
BRAF
IMP3
SSR3
COMT
CDH15
ACADVL
NEK2
ATP2C1
RAB31
PLCB1
APAF1
EPB41
PAK1
OSTC
IL12RB1
NFE2L2
CDC42EP4
LAYN
TSKU
COX10
CA4
LFNG
BLVRB
GLCE
LTA
HAS1
PITPNC1
POU2F1
PDZK1
PA2G4
RPL39
KDM4B
SF3A3
BCL3
ROS1
RNASEL
KCNH1
FZD2
PHLDA3
COX7A2
NLRC5
BMPR1B
SLC12A2
SDF2L1
PDLIM1
VEGFB
CUL1
KYNU
FOXC1
PCDH1
NEFH
TNIP1
ATP2B4
AOC3
CXCL8
ECM1
IP6K2
AKAP13
OSM
PIK3R5
RELN
PNPT1
PIM1
IDH3A
CUL4A
MYH2
SGCA
KIF1B
FURIN
IRF9
CFP
TPD52
NKIRAS1
IPO7
MBL2
DCAF11
DNAJC12
MAP2K3
NDUFS2
EFNA3
CXCR3
CCNK
FGA
MON2
PLA2G7
KAT2A
ARRB1
EIF4G1
MSX1
TPST1
GSR
MYH9
VIPR1
BTG2
CCP110
DDC
MFHAS1
CSTF3
HSD3B7
BCL2L13
RSL1D1
LAMTOR5
MYOM1
DHX58
POLR2C
TIPARP
GSTK1
PDK4
ESRP2
PRKDC
SCN1B
COL11A1
NSDHL
LATS1
CYC1
CAPN5
SFN
RANBP10
MDM2
PSMC4
FOSB
TES
DTNB
PAPD7
RNMT
PRIM2
ATP5D
SLC16A7
PHGDH
NIN
ST6GALNAC2
UQCRH
LAMP3
B2M
NFE2L1
SYK
ACAT1
EPHA2
ARRB2
IRS1
ZBTB17
SAMHD1
OXA1L
ICOS
GPX7
ALDH1L1
CSNK1D
SOX3
ACE
USP9X
ZBP1
GAPDH
COPB1
APPBP2
ACTG1
PKP1
TUBA4A
HHEX
MGLL
AP3S1
S100A1
HDDC2
TLR6
MPP2
GCG
SLA
PFKFB1
OXSR1
MVK
RPL18
AMFR
NUFIP1
AXIN2
GEM
NAGK
CCT7
CCL7
CHST6
CCNL1
NTRK3
CNTN1
FGL2
CPM
CHPT1
VIP
MYL1
CALM1
RAD54L
TOM1L1
AFG3L2
EEF1B2
MKNK2
MAST3
VEZF1
LRP1
AP2S1
CHI3L1
USP16
METAP1
PER1
PIK3CD
SNCG
DUSP4
GPX1
NFKBIB
MYO1E
FECH
CPT1A
CNN2
PTCH1
NOP14
RPL34
MALL
ATP5I
NT5C
ADD1
FAM102A
GABARAPL2
HYOU1
SERPINA1
SPON1
PSMB5
MGP
GZMK
NELFE
PHLDB1
ACACA
APOA1
SLPI
TTC37
SLC19A1
SERPINB2
SAMD9
CAPN2
ANTXR2
NUPR1
STARD7
CCT6B
ANXA13
VBP1
COL6A3
TFF1
GPR183
SCG3
LDHB
STXBP1
PPAT
SLC30A3
ADRA1B
HSPA8
CISH
LGALS3BP
CKAP5
NAV2
ADH4
SFRP4
GBF1
AHNAK
PRNP
PEX19
ORC6
HDAC11
SPCS3
FGF2
ADRM1
AADAT
RIOK3
CCR7
ESYT1
NF2
NDUFB5
PIAS3
HLA-DOB
RHCG
SSBP1
ST14
FBLN1
TNNT1
PSMG1
DAP3
PDCD4
CCDC106
STRBP
ERBB2
ADAM19
HDAC3
NINJ1
RXRB
KCNK5
NUMB
FZD1
ARCN1
ADORA2B
ECI1
ARID4A
RHOD
SLC23A1
HSPB2
CEL
KIT
SLC22A1
ACTL7B
UQCR10
NRTN
DKC1
HDAC6
PDHA2
COX6A1
NOTCH1
KLHDC3
FOXP1
RBM38
ZNF292
USP12
S100A9
APBB1
CDC42
OGFR
ELL2
CXCL1
MKRN1
DHPS
POLR3K
GFPT2
MAFF
KLF4
PTPRR
CHKA
CACNA1B
CCNG1
ZC3H14
RPL14
PTPRJ
MAPRE1
SUV39H1
CDK2
TGFBR3
SLC25A1
PTPN6
RACGAP1
TNFRSF1A
EPB41L2
ALDOC
ALDH1A2
XRCC6
MYO9B
MARK4
EIF5
MIOS
CRMP1
ARPP21
CSF3
IGFBP5
ARHGAP10
FUT4
TCF19
CD207
IL5
MLLT11
PRKCDBP
CAV3
KMT2D
HKDC1
TRAK2
CYP7A1
HES1
CBX5
NIP7
MRPL15
RPS6KA5
BANK1
SNN
CYCS
NUDT11
MDH2
CANT1
TAGLN
CIITA
ERAP2
PHEX
SOWAHC
IL15RA
SRP9
EBP
PTS
FOXO4
TPM2
DSCC1
CHST12
SHMT1
RND3
RIPK1
CREBBP
WDR37
SNAPC4
GPR132
CMBL
ME1
SGMS2
TNFRSF4
LHPP
UCK1
pk
ELL
MMS22L
CHGA
TCHH
TCEA1
AAAS
ADIG
LOX
CHRNA1
DHRS2
NDUFS1
NADSYN1
MRAP
PCSK1
APOC3
TAF10
FAS
EPHB4
CXCL9
FGF9
NR1D2
AR
HERPUD1
EIF5A
CDON
ONECUT1
ATP6V0A1
PEX16
ALDH3A2
BSG
PSMC2
PIAS2
ARFGAP3
AMMECR1
DCLRE1B
INMT
TGFB3
SPOCK1
PTP4A3
TPX2
DPYSL4
NHLH2
SLC31A1
CSE1L
STC2
LSR
TSSK2
NR3C2
TBX3
NDST3
PCSK1N
BANF1
CCL4
CLU
PRRX1
LDHA
KCNQ2
CETN2
BMP2
EDNRB
GADD45G
PIK3CA
PPARGC1A
RNF213
IL7R
ASCL1
UGT2B17
CTSH
ILF2
CR1
AP2M1
OGN
KLF1
F9
UBE2T
DDX60
EXO1
GPR3
NMT1
CLSTN3
NAB2
ATL2
KLF9
KATNB1
PLCB4
PGK2
SCHIP1
STX7
MLLT4
ACADS
SATB1
ATP6V1F
TUBA3C
S100A12
HTR7
PPRC1
PLEC
ACSL3
DGKG
ABCA1
KCNJ2
NTF3
HCLS1
MMP10
TLX1
UTP20
PAX3
MVP
MT3
TNNT3
APLP1
RPS12
NGLY1
SLC25A23
EDEM1
RAD9A
CEBPD
GCNT2
HEXIM1
LIPA
LY6E
NDUFA5
XK
SLC9A3R1
PCBD1
NOS1
CD55
LIF
KIF20A
PCSK9
AXIN1
EDIL3
GBP4
FH
SPARCL1
GJB3
TIMM13
DOCK2
PSMC3IP
HMOX2
GAD1
GPD1L
SLC12A3
IFITM3
TOB1
SERPINB5
OMD
CRABP2
ADRBK1
FLOT2
BCAM
FHL2
B3GAT3
NRAP
TMX1
CHAF1A
CCL24
TRAF1
PBX2
SRXN1
HEYL
TSTA3
DDX39A
PHTF2
NUDT21
ITGAV
PARP9
SF3B1
HSPD1
TIMM8B
NR4A1
MFAP5
RIPK2
DCAF10
SAMD9L
PDP1
POLA2
TLR1
GZMB
E2F3
ICAM5
CCNA2
AGPAT6
PFKP
ISOC1
NCOA3
ABCA4
COL12A1
BCL2L10
PLAG1
SLC1A2
NDRG1
FKBP5
DAB2
KARS
DEPDC1
REL
CHFR
PPP2R1B
MCM4
HMGCR
SGCB
THBS1
MGAT1
CDH4
RRAD
CCND2
CCT6A
WRN
CDKN2C
RDH16
HADHB
NOLC1
FBXO34
CLTA
CKS2
REV3L
CAMK2B
GPD1
CRAT
MX1
PIKFYVE
VEGFC
IL4R
CEBPB
STK25
SYNGR2
ATOH8
OPHN1
MSC
RAD51AP1
PLAGL1
ERO1L
QSOX1
PRKAG1
PDLIM4
LRP10
FZD5
GAL
ABCC4
PSMD3
DGKA
LAT2
SRD5A1
SULT1B1
MPP5
RBM14
ERCC2
TNFRSF9
CCDC28A
APP
MTHFD1
TNFRSF21
UBE2L6
LAPTM5
ANPEP
RABEPK
ZNF217
NAMPT
CXCL11
CLCN3
ITPR2
NDUFV3
SNX9
TMPRSS3
LBR
CSAD
ACVR1
PBRM1
OAS2
C1QBP
JAK2
PMM2
CPA2
BCL6
ABCC3
FGR
CTNS
MRPS12
PLOD3
SSH2
SLC35B2
PROZ
RBP4
VPREB1
ROCK1
HK1
RBBP8
TKT
RET
FSHB
SPRY4
HDAC1
DTX1
PRDX3
PEX11A
SRF
TCIRG1
PDZK1IP1
ATP6V1C1
CP
SCP2
INPP5F
TULP2
ACP2
E2F8
NDUFS7
NPHS1
AFF1
OLFML3
TATDN2
NUB1
SPATA6
